Rewards,Episodes Duration in Seconds,Travelled Distance,Episodes Duration in Timesteps
8.400000000000000000e+01,3.218823671340942383e+00,1.293385916463012097e-01,1.700000000000000000e+01
8.300000000000000000e+01,3.420608043670654297e+00,1.581768944313792224e-01,1.800000000000000000e+01
6.800000000000000000e+01,6.435996532440185547e+00,1.698224806013995947e-01,3.300000000000000000e+01
5.400000000000000000e+01,9.251427888870239258e+00,2.629325384222933604e-01,4.700000000000000000e+01
7.700000000000000000e+01,4.627731561660766602e+00,1.592271857111892119e-01,2.400000000000000000e+01
6.600000000000000000e+01,6.839665651321411133e+00,1.919503196621283048e-01,3.500000000000000000e+01
8.300000000000000000e+01,3.421066522598266602e+00,1.262089976176436756e-01,1.800000000000000000e+01
6.900000000000000000e+01,6.237061262130737305e+00,1.684819037329790548e-01,3.200000000000000000e+01
6.600000000000000000e+01,6.840165138244628906e+00,2.038356723634770218e-01,3.500000000000000000e+01
7.400000000000000000e+01,5.230993032455444336e+00,1.664000913270943238e-01,2.700000000000000000e+01
8.400000000000000000e+01,3.219599485397338867e+00,1.537314854183412793e-01,1.700000000000000000e+01
6.800000000000000000e+01,6.436534404754638672e+00,1.974590971188954214e-01,3.300000000000000000e+01
8.300000000000000000e+01,3.420847415924072266e+00,1.311820985529469352e-01,1.800000000000000000e+01
8.400000000000000000e+01,3.219887495040893555e+00,1.201347939853806418e-01,1.700000000000000000e+01
6.700000000000000000e+01,6.638512134552001953e+00,2.336591457117189741e-01,3.400000000000000000e+01
7.800000000000000000e+01,4.426082611083984375e+00,1.644690280680582151e-01,2.300000000000000000e+01
7.200000000000000000e+01,5.632661581039428711e+00,1.799619651411238364e-01,2.900000000000000000e+01
7.900000000000000000e+01,4.225241899490356445e+00,1.520641501103971449e-01,2.200000000000000000e+01
4.500000000000000000e+01,1.106389737129211426e+01,4.538364602755258215e-01,5.600000000000000000e+01
8.100000000000000000e+01,3.822877407073974609e+00,1.628426407559903644e-01,2.000000000000000000e+01
7.600000000000000000e+01,4.828871726989746094e+00,1.532846729621800130e-01,2.500000000000000000e+01
6.800000000000000000e+01,6.437149286270141602e+00,1.777098300218313554e-01,3.300000000000000000e+01
7.400000000000000000e+01,5.231566905975341797e+00,2.161508561492176961e-01,2.700000000000000000e+01
8.300000000000000000e+01,3.420061826705932617e+00,1.319724967610541033e-01,1.800000000000000000e+01
8.200000000000000000e+01,3.622018814086914062e+00,1.262191002032926335e-01,1.900000000000000000e+01
8.400000000000000000e+01,3.220234870910644531e+00,1.245791344246076626e-01,1.700000000000000000e+01
7.400000000000000000e+01,5.230499744415283203e+00,1.896266029276898191e-01,2.700000000000000000e+01
7.800000000000000000e+01,4.427974939346313477e+00,1.532289016876531851e-01,2.300000000000000000e+01
7.600000000000000000e+01,4.828462839126586914e+00,1.473847269140432514e-01,2.500000000000000000e+01
